app_id,app_name,app_package_name,app_category,number_of_downloads,privacy_policy_url,standard,reason
38,RoomSketcher for Tablets,com.roomsketcher.homedesigner,House & Home,100K+,http://www.roomsketcher.com/privacy/,Good Standard,"| Good |
The Privacy Policy of the RoomSketcher App shows an adherence to the Good Standard Assessment, based on GDPR Article 5, for the following reasons:
- Lawfulness, Fairness, and Transparency: The policy clearly outlines that it collects both Personally Identifiable Information (PII) and Non-Personal Information (NPI) depending on user engagement with their services. The policy provides details of how PII is collected and used, thus providing transparency.
- Purpose Limitation: The policy clearly mentions the purposes for which the data is collected which range from maintaining user accounts to responding to inquiries and ensuring system security. It also mentions that personal data is not used for marketing purposes without consent.
- Data Minimization: The types of data collected are outlined clearly and appear necessary for the delivery of their services. Detailed information is only collected from users when necessary, such as during registration.
- Accuracy: Users are provided options to update, change, or delete their personal information, indicating that the company ensures data accuracy.
- Storage Limitation: Although the policy does not explicitly state the time limit for which the data will be kept, it does discuss providing users control over their personal information, suggesting they practice data storage limitation.
- Integrity and Confidentiality: The policy indicates that RoomSketcher maintains physical, electronic, and procedural safeguards to help guard personally identifiable information and uses industry-standard encryption techniques during transactions to ensure data security.
Therefore, this privacy policy upholds the Good Standard based on the guidelines of the GDPR."
39,"Planner 5D: Home Design, Decor",com.planner5d.planner5d,House & Home,10M+,https://planner5d.com/pages/privacy/,Good Standard,"| Good | The privacy policy of Planner 5D is classified as Good Standard for several reasons based on our assessment criteria:
Lawfulness, Fairness, and Transparency: The document clearly mentions its legal position and the basis of its data processing. It is clear about its actions, and the language is simple, making it easy for users to understand.
Purpose Limitation: The company specified several purposes for collecting and using personal information. It ensures that data won't be used for incompatible purposes without additional consent.
Data Minimization: The document outlines that they only collect necessary data, such as name, email, and photo for account creation.
Accuracy: The policy provides ways for users to update or correct their data. It maintains rights for data correction and completion.
Storage Limitation: The policy clarifies that data is retained for as long the user is registered. However, it also mentions that they will comply with legal, accounting, and regulatory requirements.
Integrity and Confidentiality: The document outlines the security measures (organizational and technical) taken to protect data. They only provide access to authorized personnel and consultants while adhering to relevant legislation.
It also clearly outlines users' data privacy rights, shares information about their cookie policy, and respects children's privacy, explicitly stating that they don't knowingly collect children's data. They also explicitly mention third-party links, updates to their policy, data sharing regulations with third parties as well as subprocessors used and their service location."
40,Maple - Household Planner,com.growmaple.android,Parenting,10K+,https://www.growmaple.com/privacy,Good Standard,"| Good | The privacy policy of the application clearly states its legal basis for data processing and is transparent about how user data is used to enhance service delivery. It describes in detail the personal information it collects based on user interaction, and how it obtains, uses, and discloses that information, thus showing purpose limitation and data minimization. The policy includes a means for users to request and receive information about the data collected in the past 12 months, fulfilling the accuracy requirement. It does mention security measures, stating that despite not being able to guarantee 100% security, they've taken commercially reasonable safeguards to protect user data, demonstrating an essence of integrity and confidentiality. The policy, however, does not clearly define retention periods, but mentions that data will be kept for as long as necessary to fulfill its intended purposes. Despite this, the policy overall adheres to most criteria making it a Good Standard."
41,Airbnb,com.airbnb.android,Travel & Local,100M+,https://www.airbnb.com/help/article/2855/,Bad Standard,"| Bad | The document provided does not discuss any of the key points required for a Good Standard Assessment. There is no mention of lawfulness, fairness, transparency, purpose limitation, data minimization, accuracy, storage limitation, or integrity and confidentiality. It seems to be only an instruction on how to use a search function, not a privacy policy."
42,Guru Maps — GPS Route Planner,com.bodunov.galileo,Travel & Local,1M+,https://gurumaps.app/privacy_policy/,Good Standard,"| Good | The reason is based on the given definitions for Good Standard Assessment. The privacy policy of Guru Maps corresponds well with the GDPR Article 5. It clearly states the legal basis for data processing by indicating that everything is done with the user's consent, for legitimate business interests, for fulfillment of a contract, or by legal obligations (Lawfulness, Fairness, and Transparency). It limits the purpose of data collection to maintaining the security and operation of the app and for internal analytics and reporting (Purpose Limitation). It collects only the necessary information for the working of the app and any additional data only with the user's consent (Data Minimization). It provides mechanisms for users to review, update, and delete their information, ensuring data accuracy. It also defines a clear retention period of less than 1 year for data and outlines the data deletion and anonymization process (Storage Limitation). It also takes efforts to maintain data integrity and confidentiality by implementing appropriate security measures and informing users about risks of data transmission."
43,Map Tv Viewer,com.smart.television.mapviewer,Maps & Navigation,5K+,https://techshunya.com/apps/mapviewtv/privacy_policy.html,Bad Standard,"| Bad Standard | The privacy policy, although quite elaborate, falls short of the Good Standard GDPR Article 5 requirements in several ways. Firstly, the language used, while not overly complex, lacks transparency on the specific legal basis for data processing. Secondly, the policy does not clearly limit the purposes for data collection as it vaguely states that the data is used to provide and improve the service, making the policy open to broad interpretations. Thirdly, the policy does not highlight a commitment to data minimization and does not inform users about limiting data collection to only what is necessary. Fourthly, no explicit measures for ensuring data accuracy or mechanisms for users to update or correct their data are stated. In addition, while the policy asserts they use ""commercially acceptable means of protecting"" personal information, it does not detail specific security measures like encryption or regular security assessments. Lastly, there is no mention of specific data retention periods or criteria for determining these periods, nor a process for data deletion or anonymization."
44,All-In-One Offline Maps,net.psyberia.offlinemaps,Maps & Navigation,5M+,http://www.offline-maps.net/en/privacy,Good Standard,"| Good |
The policy is transparent and descriptive about the collection, use, and disclosure of Personal Information (Requirement of Lawfulness, Fairness, and Transparency). It details the types of information collected and the reasons for this (Requirement of Purpose Limitation). By aiming to only capture necessary data for specific functions, it fulfills the Data Minimization standard. Additionally, it provides mechanisms for consumers to access, update, and delete their personal information, aligning with the Accuracy and Storage Limitation requirements. While no security can be 100% foolproof, the document outlines its commitment to data security and regulatory compliance (Integrity and Confidentiality). However, it does not specifically mention practices like encryption or regular security assessments. Therefore, although it could expand on its data security methods further, the overall policy appears to meet the Good Standard criteria."
45,GeoExpert: World Geography Map,com.educaPix.GeoExpertLite,Education,100K+,https://www.sierrachica.com/privacy-policy-GeoExpert.html,Good Standard,"| Good | The privacy policy of Sierra Chica Software SL aligns well with the criteria defined in GDPR Article 5:
1. Lawfulness, Fairness, and Transparency: They explicitly state their legal basis for data processing in this policy and the language used is simple and clear. The policy provides information about the data collection, use, and disclosure of personal information with user consent.
2. Purpose Limitation: The policy affirms that the personal information collected will be used for providing and improving the service. They are not sharing information with anyone except as described in the policy.
3. Data Minimization: They claim to not require any personally identifiable information, and only collect information that is necessary (like Log Data for error management).
4. Accuracy: While not explicitly mentioned, the policy implies that third-party services are used accurately in providing their service.
5. Storage Limitation: They do not explicitly state data retention periods but assure reliable protection of personal data.
6. Integrity and Confidentiality: There are security measures in place to protect personal data. However, they also admit that no method is 100% secure, showing transparency on the limitation of their security measure."
46,National Geographic,com.natgeomobile.ngmagazine,News & Magazines,500K+,https://www.nationalgeographic.com/legal/privacy/,Bad Standard,"| Bad | The privacy policy does not explicitly state the legal basis for data processing or the specific means of how user data is used. It lacks clarity on the purposes for data collection, data minimization and doesn't mention any measures to maintain data accuracy. There's no mention of storage limitation or integrity and confidentiality protocols. These areas are all important in meeting the criteria for a Good Standard Assessment based on GDPR Article 5."
47,StudyGe - World Geography Quiz,com.mileoDev.geography,Education,1M+,https://www.milev-studio.com/styudyge-policy,Bad Standard,"| Bad | The policy lacks a clear statement on the specific purposes for data collection, thereby failing the Purpose Limitation aspect. Although they mention they collect personally identifiable information, it's not clear why it is necessary or what exactly it's used for, hence failing the Data Minimization aspect. Besides, the policy does not explicitly state the measures in place to ensure the accuracy of data. Moreover, it does not highlight the specific retention periods for users' data, thus it does not fulfill the Storage Limitation requirements. While the policy states measures of protecting data, it does not explicitly mention practices like encryption or regular security assessments, lacking in the Integrity and Confidentiality clause. Hence, based on the GDPR Article 5, the privacy policy document cannot be classified as of Good Standard."
48,World Map Quiz,com.qbis.guessthecountry,Trivia+Casual+Single player+RealisticOffline,5M+,https://worldmapquiz.qbisstudio.com/privacy.html,Good Standard,"| Good | The policy does fulfill most criteria of Good Standard Privacy Policy in the following ways:
- Lawfulness, Fairness, and Transparency: The policy clearly mentions its legal basis for data processing and uses transparent language.
- Purpose Limitation: It mentions that data is collected for providing and improving the service.
- Data Minimization: It specifies the types of data collected, such as Advertising ID, Log Data, but it could be better if they limit this just to essential data.
- Storage Limitation: It mentions that the information collected will be retained by them and used as described in the privacy policy, but no specific retention period is discussed.
- Integrity and Confidentiality: There are security measures in place, but the policy admits they are not 100% secure.
However, the standard could further be improved by specifying data retention periods, and explicitly stating the measures for users to update or correct their data."
49,Map Quiz World Geography,com.epifanic.mapquiz,Trivia,50K+,http://www.epifanic.com/map-quiz-privacy-policy.html,Bad Standard,"| Bad | The privacy policy is brief and does not provide enough information. It does not clearly state its legal basis for not collecting data, it doesn't define any purpose for data collection, and there are no references to measures of data accuracy, storage limitation, or security measures to protect data as required in a Good Standard policy."
50,World Geography for kids,com.kokotots.kidsgeography,Education,50K+,https://kokotots.com/privacy/,Good Standard,"| Good |
The privacy policy detailed above meets the Good Standard Assessment for the following reasons:
1. Lawfulness, Fairness, and Transparency: The policy clearly outlines the types of personal data collected from users (names, email, IP address, device identifiers, etc.) and third-party services employed, providing transparency.
2. Purpose Limitation: It explains why this data is necessary (to provide access to services, answer inquiries, conduct research to better understand users, etc.) in a detailed fashion.
3. Data Minimization: The policy collects data deemed necessary for their services, adhering to the principle of Data Minimization.
4. Accuracy: Users are allowed to contact the service to correct or update their data, ensuring data accuracy.
5. Storage Limitation: This policy specifies that data is kept only as long as necessary, which caters to the storage limitation principle. It details post-deletion storage in archives, where the data cannot be actively used.
6. Integrity and Confidentiality: In terms of security, the policy notes reasonable measures to protect provided personal data, though it does not detail the measures taken.
Despite the lack of detailed security measures, overall, the policy appears to meet the good standard assessment."
51,Geographical Magazine,com.connecteddigital.geographical,News & Magazines,1K+,https://geographical.co.uk/privacy-policy,Good Standard,"| Good |
The privacy policy of Syon Geographical Ltd fulfils the Good Standard Assessment based on the GDPR Article 5 in the following ways:
1. Lawfulness, Fairness, and Transparency: The policy clearly states how data is collected, used, and stored. It also explains how personal data may be shared with third party businesses for the purpose of providing products or services. It gives users the choice to supply information voluntarily. It is also clear that users' email addresses will never be sold to a third party.
2. Purpose Limitation: The purpose of the data collection is clearly stated in point 3 of the policy, which outlines the situations where the data will be used, such as to identify registered users, provide products or services, send information about their products and services, and resolve consumer disputes.
3. Data Minimization: The policy specifies in point 2 which personal information may be collected such as name, address, email, postcode, telephone number, and financial details. The collection only happens when necessary, like during orders or registrations.
4. Accuracy: The company agrees to make amendments to personal data upon request of the user, ensuring the accuracy of the data.
5. Storage Limitation: The policy states in point 6 that personal data will be kept reasonably secure while in their possession, mentioning encryption for credit card information specifically.
6. Integrity and Confidentiality: The policies assure the users that their data will be kept confidential and shared only under carefully controlled circumstances. The security measures include encrypting credit card details and ensuring confidentiality agreements with third parties that are given access to users' personal data.
While the policy does not specifically mention a process for data deletion after serving its purpose or a clearly defined retention period for data, the overall adherence to GDPR principles is well evident. However, it is recommended that Syon Geographical Ltd should provide explicit information about the duration of data storage and the process of data deletion for further clarity."
52,Geography Quiz - World Flags,com.mtapps.quiz.flags_off_the_world_quiz,Trivia+Casual+Single player+RealisticOffline,1M+,http://www.mtapps.pl/polityka-prywatnosci,Good Standard,"| Good | The privacy policy follows most of the regulations listed above:
- It clearly states the legal basis for data processing (§3), the type of data collected (§1), and the company collecting the data (§2).
- The policy is clear about the purpose of the data collecting (§5), which is for ad personalization.
- They also apply data minimization by only collecting necessary data (§1) and accuracy by allowing the resetting of Google Advertising ID anytime (§3).
- They have storage limitations in place where data is deleted within 12-16 months (§8) and have appropriate security measures (§5).
However, while users are not provided access to modify or delete their data (§3), this is justified by the policy's claim of not identifying users' personal identity. Still, this area remains ambiguous and may need improvement for better clarity and compliance."
53,Geo Challenge Classic,com.macrochipgames.geochallengeclassic,Trivia+Casual+Multiplayer+Competitive multiplayer+Single playerRealistic,10K+,https://www.holonautic.com/geo-challenge-classic/privacy-policy,Good Standard,"| Good | The Privacy Policy informs the users that their personal data may be collected and used for specified purposes such as creating user profiles, providing leaderboards, and sending relevant push notifications. The document is clear on how users can request the deletion of their data. It also indicates that data may be transferred outside of the user's jurisdiction, and informs them that measures are in place to protect their personal information, though it cannot guarantee absolute security. Furthermore, it addresses the issue of children's privacy and has a policy in place regarding any changes to the privacy policy. Overall, the policy comprehensively addresses the principles of lawfulness, fairness, transparency, purpose limitation, data minimization, accuracy, storage limitation, and integrity and confidentiality. However, information on data retention periods is lacking."
54,Backpacker™ - Geography Quiz,com.qiiwi.backpacker,Trivia+Casual+Single playerStylized,1M+,https://www.qiiwi.com/privacy-policy/,Good Standard,"| Good | The privacy policy of Qiiwi Games AB is a good standard, compliant with GDPR Article 5. It shows clear transparency on how user's personal data is gathered, used, and stored. For example, the policy explicitely states its legal basis for data processing in ""What legal grounds do we rely on when processing your Personal Data?"" and provides clear details on data collection, use, and storage.
It also defines measures for data accuracy in ""Right to access and rectification"" where user can ask for correction of any incorrect data. Regarding data minimization, the policy indicates that only necessary data for game provision and user experience are collected. The storage limitation is addressed although it doesn't have a fixed limit because of the nature of keeping the game progress for the user. Furthermore, they have measures in place to ensure data integrity and confidentiality, as stipulated under the section 'Security'.
Permission, consent or legal grounds are sought before any data processing is done and users are provided with a method for objecting to the way their data is used."
55,Globle - Country Guess Game,com.smplea.globle,Trivia,100K+,https://globlegame.org/privacy-policy,Bad Standard,"| Bad |
This privacy policy document of GlobleGame.org LLC is inadequate across multiple GDPR Article 5 parameters. The reasons are as follows:
1. Lawfulness, Fairness, and Transparency: The policy does not clearly state its legal basis for data processing and uses complex language that may not be easy for users to understand.
2. Purpose Limitation: While GlobleGame.org LLC states it collects data to understand website usage, it fails to specify any other purpose for data collection and use.
3. Data Minimization: The policy document collects personally identifiable information but fails to explain why this level of detail is necessary.
4. Accuracy: There are no mechanisms mentioned that enable users to update or correct their personal data.
5. Storage Limitation: The privacy policy does not define clear data retention periods, and there's no criteria or process for deletion or anonymization once the purpose of the data is fulfilled.
6. Integrity and Confidentiality: While there's a general mention of commitment towards data security and protection of personal information, there is no explicit mention of encryption or regular security assessments."
56,World atlas & world map MxGeo,de.mediaz.mxapp.hpbgeodefree,Education,1M+,https://apps.mediaz.net/view/static.php?id=115,Good Standard,"| Good | The policy is clear and concise, with transparent language that is easy for users to understand how their data is used. This addresses the Lawfulness, Fairness, and Transparency principle. The policy also specifically mentions that the only personal data collected is a name or nickname used for the high score list, other personal information is not collected, clearly defining and limiting data usage, which addresses Purpose Limitation and Data Minimization. Although the policy doesn't specifically mention user-revised accuracy or defined storage periods, it states that the recorded data is stored only locally on the user's device and is not shared, indirectly addressing Accuracy, Storage Limitation, and Integrity and Confidentiality to some extent. However, further clarity on data accuracy, retention periods, and specific security measures would be beneficial."
57,Geography Quiz with pictures,de.paulstelzer.geography,Trivia+Casual+Single playerRealistic,5K+,https://geography-app.de/privacy-policy-app/,Good Standard,"| Good |
This privacy policy document meets the Good Standard Assessment. The reason is:
Lawfulness, Fairness, and Transparency: It clearly states its legal basis for data processing and mentions how a user’s data will be processed and stored.
Purpose Limitation: The document clearly defines the purposes for data collection and storage. It also mentions the use of third-party services for authentication and advertising, which need to access user data.
Data Minimization: The policy states that the data collected will be limited to what’s necessary for providing the services of the application.
Accuracy: It provides mechanisms for users to verify and rectify their data if needed.
Storage Limitation: The document clearly mentions how long the data will be stored and what happens once this retention period expires.
Integrity and Confidentiality: It states that appropriate security measures have been taken to prevent unauthorized access of data. It also mentions that necessary steps are taken to ensure the data is processed in a secure manner."
58,Ginkgo Geography & World Flags,com.ginkgoacademy.geo,Education,10K+,https://www.ginkgoacademy.com/privacy-policy,Bad Standard,"| Bad |
The reasons are:
- The policy does not clearly define the purposes for data collection. It only vaguely mentions the data will be used for 'providing and improving the service'. [Purpose Limitation]
- The app collects personally identifiable information, but it does not specify what type of data is collected and why it is necessary for the app's function. [Data Minimization]
- There is no mention of measures in place to ensure data accuracy, nor does it mention how users can update or correct their data. [Accuracy]
- The policy does not define clear retention periods, criteria for determining these periods, or discuss a process for data deletion or anonymization after the purpose is fulfilled. [Storage Limitation]
- While it mentions the use of commercially acceptable means to protect user information, it does not provide specific practices, like encryption and regular security assessments. [Integrity and Confidentiality]"
59,Europe Geography - Quiz Game,com.age.europe.appspot,Trivia+Casual+Multiplayer+Competitive multiplayer+Single player+RealisticOffline,1M+,http://age-wgg.appspot.com/privacy.htm,Bad Standard,"| Bad | The privacy policy has several areas of concern including lack of clear legal basis for data processing, unclear data minimization, lack of user participation in data correction, absence of defined retention periods, and potential usage of user data for purposes not initially consented to such as advertising. The policy fails to meet GDPR's requirement of clear, simple, and transparent language. Additionally, the policy does not state or illustrate concrete measures towards data accuracy, integrity and confidentiality, other than mentioning of some general safeguards. Furthermore, the policy states that it may change without necessarily notifying the user, in contravention of the transparency principle."
60,USA Map Kids Geography Games,com.iz.games.usa.maps.educational.learning.kids.puzzle.geography.states.flags,Educational+Casual+Single player+StylizedOffline,100K+,http://www.idzdigital.com/privacypolicy.php,Good Standard,"| Good | The provided privacy policy displays characteristics consistent with the standards of a good privacy policy.
For instance, it adheres to the principles of Lawfulness, Fairness, and Transparency as it details the legal basis of its data processing practices in a clear and simple language for users. The company also demonstrates Purpose Limitation by ensuring that it collects personal information only when necessary, limiting the collection and use to resolve support requests and not sharing the collected data with external entities without implied consent.
The policy also specifies the practice of Data Minimization by not storing user details from astrology apps or pages on servers but restricting the storage to only the user's device, if necessary.
In terms of Accuracy, the policy mentions the deletion of emails upon customer request, hinting at a possible approach for users to correct or update their data.
For Storage Limitation principle, the data is only held until the necessary support requests are resolved.
Lastly, with Integrity and Confidentiality, significant measures are in place to protect user data, such as the use of Google's G Suite for Business, anonymizing data where possible, and providing a list of third-party service providers with their respective privacy policies for reference."
61,Jeopardy!® Trivia TV Game Show,com.sonypicturestelevision.jeopardy2,Trivia+Casual+Single player+Offline,1M+,http://www.sonypictures.com/corp/privacy.html,Good Standard,"| Good | The privacy policy provided is of good standard. It clearly addresses the principles contained in GDPR Article 5. It presents transparency in how data is collected and used, the legal basis for such processing, and mechanisms for users to update or correct their data. It also outlines the data minimization principle, stating that only necessary data is collected. It establishes the purpose limitation principle by defining clear purposes for data collection and use. In terms of storage limitation, it provides information on data retention periods. Finally, for the integrity and confidentiality principle, it contains measures to secure data like encryption and regular security assessments."
62,GIS Surveyor - Land Survey and,com.globalgnss.gissurveyor,Maps & Navigation,100K+,https://globalgns.com/globalgnss-privacypolicy.html,Bad Standard,"| Bad | The policy does not clearly state a legal basis for data processing which is crucial for lawfulness, fairness, and transparency. Purposes of data collection are not clearly limited and defined. Data minimization is not emphasized as the policy does not specify collection of data essential for stated purposes only. There's no mention of accuracy of data and the user's ability to correct or update their data. Storage limitation is absent, clearly defined retention periods and criteria for determining these periods aren’t specified. The policy doesn’t seem to have guidelines relating to data deletion or anonymization after the purpose is fulfilled. Confidentiality & integrity are missing as well; any security measures for data protection like encryption, regular security assessments are not stated in this policy. Even though the policy reveals an intent to respect user privacy, it lacks detailed information on key privacy components to classify as a good standard."
63,Apglos Survey Wizard,eu.apglos.apglossurveywizard,Tools,10K+,https://apglos.eu/privacy-policy/,Good Standard,"| Good |
The reason is brief, giving specific sections for judgement:
1. Lawfulness, Fairness, Transparency: The privacy policy outlines the basis for data usage in a clear, transparent way that’s easy for users to understand.
2. Purpose Limitation: The policy defines purposes for data collection that are limited and specific, and guarantees that the data will not be used for incompatible purposes without consent.
3. Data Minimization: The policy needs more specifics on the extent of necessary data collected, hence, it's not entirely clear.
4. Accuracy: There are no explicit measures to ensure data accuracy and mechanisms for users to update or correct their data.
5. Storage Limitation: The policy does state that private information will not be kept on file for more than 60 days after a transaction, showing a clear retention period.
6. Integrity and Confidentiality: The policy shows a solid commitment to data security with measures such as SSL encryption detailed, displaying techniques like encryption and a promise to keep data confidential."
64,Land Area Calculator,com.intuitivesoftwares.landareacalculator,Productivity,100K+,https://indianlacc.com/googleprivacypolicy.html,Good Standard,"| Good | The policy is brief, transparent and uses easy-to-understand language which satisfies Lawfulness, Fairness, and Transparency. It also satisfies the Data Minimization principle as it explicitly states that no personal data is collected, used or have access to by the app. Besides, the policy ensures the protection of children's data, complying with the Children’s Online Privacy Protection Act. Although it lacks detail on how it handles data accuracy and storage limitation, the absence of data collection makes those points moot. There is no information regarding data protection procedures in terms of integrity and confidentiality, but there's no data to protect in the first place as stated in the policy."
65,ArcGIS Survey123,com.esri.survey123,Productivity,1M+,http://www.esri.com/legal/privacy,Bad Standard,"| Bad | The reason is that while this privacy policy document claims compliance with GDPR, it doesn't provide specific details about its data processing practices according to the set standards. It does not clearly address any of the aspects such as Lawfulness, Fairness, and Transparency, Purpose Limitation, Data Minimization, Accuracy, Storage Limitation or Integrity, and Confidentiality."
66,Dollar Survey: Branded Surveys,app.dollarsurveys.brandedsurveys,Lifestyle,5K+,https://www.dollarsurveys.app/privacy-policy/,Good Standard,"| Good | The privacy policy of Dollar Surveys is of a Good Standard as it addresses all the key elements required by the GDPR Article 5.
- Lawfulness, Fairness, and Transparency: The policy states that it collects data for legitimate reasons such as improving services, preventing fraudulent activities, and complying with legal obligations.
- Purpose Limitation: It collects data for specified purposes like improving the app, market research and advertising.
- Data Minimization: The policy collects necessary data for the app's operation and user experience.
- Accuracy: Users can update their personal information by contacting the company at  support@dollarsurveys.app.
- Storage Limitation: Personal information is stored as long as necessary for the purpose or as authorized by the user.
- Integrity and Confidentiality: The policy does not give specific details on security measures like encryption or regular security assessments but mentions all reasonable precautions to ensure user data is treated safely and in accordance with this Privacy Policy.
However, there are areas the policy can improve upon. It should clearly detail the specific security measures in place to protect user data. It should also specify the maximum data retention period. Despite these minor gaps, the policy generally aligns well with the principles of GDPR."
67,PointMan:  GIS Data Collector,com.prostarcorp.pointman,Maps & Navigation,10K+,https://www.prostarcorp.com/prostar-privacy,Bad Standard,"| Bad | The privacy policy lacks significant details required for a Good Standard assessment. Here's the breakdown per GDPR Article 5 sections:
- Lawfulness, Fairness, and Transparency: The privacy policy does mention limited data collection in ""Consent to Use of Data"" but does not clearly state the legal basis for data processing, and lacks transparency regarding how user's data is used.
- Purpose Limitation: The policy does not clearly define the purposes for data collection, nor it ensures that data will not be used for incompatible purposes without additional consent.
- Data Minimization: Although it hints at collecting only necessary data, there is no clear emphasis on limiting data collection to what is essential for the described purpose.
- Accuracy: The policy does not mention measures in place to ensure data accuracy and provides no mechanisms for users to update or correct their data.
- Storage Limitation: The policy does not define clear retention periods for data storage and does not describe a process for data deletion or anonymization after the purpose is fulfilled.
- Integrity and Confidentiality: The policy fails to mention any security measures to protect users' data, like encryption or regular security assessments."
68,Real Research Survey App,com.realresearch.survey,Finance,1M+,https://realresearcher.com/app/privacy.html,Good Standard,"| Good |
- Transparency: The policy provides a comprehensive explanation about the types of 'data' and 'information' they collect. It has defined various categories of users and what kind of data is collected from each type. Clear description of data collection including usage information, contact information, device and browser data, log data, and third-party data primarily provides transparency.
- Purpose Limitation: The policy describes in detail how they use the information they collect, ensuring that data is not used for foreign, incompatible purposes.
- Data Minimization: The policy commits to limit the data collection to what is necessary. The policy details the specific usage scenarios, suggesting only necessary data is being collected.
- Accuracy: The policy enables users to provide up to date information about themselves, thereby ensuring accuracy. It also allows users to hold and control accounts thereby providing a mechanism for users to update or correct their data.
- Storage Limitation: The policy incorporates a specific section addressing data deletion request by users. This suggests a commitment to deleting or anonymizing data after its purpose is fulfilled.
- Integrity and Confidentiality: The document addresses security under the 'Safety of Minors' and 'Data Transfers and Privacy Shield Certification' sections by limiting data available to minors and transferring data under privacy shield certification to ensure adequate level of protection respectively. However, no practices like encryption or regular security assessments are specifically mentioned which could have provided more robust insight into the security measures in place."
69,Ind Survey Field Calculator,com.indsurvey.fielCalculator,Tools,1K+,https://www.freeprivacypolicy.com/live/bbd2f8ab-8bd5-48d9-bbf5-307a28d898ca,Good Standard,"| Good | The privacy policy of the application is of Good Standard based on the GDPR Article 5 assessment:
- Lawfulness, Fairness and Transparency: The policy is presented in simple language and clearly explains the company's data processing practices in order to improve their services (paragraphs under ""Use of Your Personal Data"").
- Purpose Limitation: Data collection purposes are clearly stated and relate directly to the enhancement of the user experience and the functionality of the service (paragraph under ""Use of Your Personal Data"").
- Data Minimization: The policy indicates that only the necessary information required to access and use the Services is being collected (paragraphs under ""Types of Data Collected"" and ""Collecting and Using Your Personal Data"").
- Accuracy: The policy provides mechanisms for users to update or correct their information via Account Settings or directly contacting the company (paragraph under ""Delete Your Personal Data"").
- Storage Limitation: Data retention guidelines are outlined, stating that data is only kept as long as necessary for the purpose it was collected (paragraphs under ""Retention of Your Personal Data"").
- Integrity and Confidentiality: The policy states that adequate security measures are taken to protect personal data, but acknowledge that no method is 100% secure (paragraph under “Security of Your Personal Data”)."
70,Merchandiser by Survey.com,iSurvey.Android,Business,100K+,https://survey.com/About/Privacy,Good Standard,"| Good | Survey.com's privacy policy is a good standard as it comprehensively addresses the GDPR Article 5 guidelines.
(i) Lawfulness, Fairness, and Transparency: The policy openly states how and why user data is processed. It includes definitions, provides direct contacts for queries and allows users to change their consent options.
(ii) Purpose Limitation: The policy explicitly mentions the purposes for data collection such as ""access to our Survey App"", ""provide you with communications and updates"", etc. It also addresses limitations like not selling or sharing user data.
(iii) Data Minimization: The document precisely specifies what data is collected and why. It collects only that data which is essential for their service provision.
(iv) Accuracy: The policy allows users to directly access, update, or correct their profile information at any time.
(v) Storage Limitation: Survey.com states that personal information will be retained until it is no longer necessary or until the user's account is deleted or becomes inactive for five years.
(vi) Integrity and Confidentiality: The policy ensures data security through the use of physical, administrative, and technical safeguarding measures."
71,GNSS Surveyor - Centimeter Lev,com.globalgnss.gnsssurveyor,Tools,10K+,https://globalgns.com/globalgnss-privacypolicy.html,Bad Standard,"| Bad | While the privacy policy of GlobalGNS software does communicate some aspects like the type of data they collect (device information, location information), and the scope of the policy, it is not up to the Good Standard as per GDPR Article 5. Key aspects that are missing include:
1. Lawfulness, Fairness, Transparency: There is no explicit mention of the legal bases for their data processing.
2. Purpose Limitation: There are no clear defined purposes mentioned for data collection and it's not ensured that data won't be used for other incompatible purposes without further consent.
3. Data Minimization: It does not explicitly mention that they collect only necessary data.
4. Accuracy: The policy does not talk about measures to ensure data accuracy or the ability for a user to update or correct their data.
5. Storage Limitation: There's a lack of clear retention periods of data, no mentioned criteria for determining these periods and no process explained for data deletion or anonymization.
6. Integrity and Confidentiality: The policy doesn't mention practices to ensure the security of user data like encryption or regularly performed security assessments."
72,Mapit GIS - Map Data Collector,com.osedok.gisdatacollector,Productivity,100K+,https://spatial.mapitgis.com/mapit-gis-privacy-policy,Good Standard,"| Good | The Mapit GIS Privacy Policy describes their data processing practices in a detailed and transparent manner, satisfying the requirements for Lawfulness, Fairness, and Transparency. This includes clear definitions, descriptions of data gathering, usage and storage practices, explanations of the legal basis for data collection and processing, and detailed information about user rights and control over their data. The policy also ensures Data Minimization, as it specifies that it only processes relevant and necessary data. The policy articulates that the service doesn't store data other than that provided by users, signifying Purpose Limitation. It also includes explicit security measures that protect user's data (Integrity and Confidentiality). However, it lacks clear information on how users can maintain the Accuracy of their data, and it doesn't provide specific retention periods for Storage Limitation. Therefore, while the policy generally adheres to a good standard, improvement can be made in these areas."
73,Total Station Tutorial,com.laymanengineer.TotalStation,Education,100K+,http://theindusdeveloper.com/privacy-policy-for-total-station-app/,Bad Standard,"| Bad | The privacy policy lacks detailed information in several aspects of the Good Standard Assessment. The policy does not state its legal basis for data processing, nor does it make clear its data collection purposes, both important part of Lawfulness, Fairness, and Transparency. There's also a lack of data minimization as it does not specify only necessary data is collected. The Policy does not present mechanisms for users to update or correct their data, ensuring Accuracy. It also fails to define clear retention periods and doesn't mention any criteria for determining these periods, leaving the Storage Limitation principle unmet. Although it mentions the use of commercially acceptable means of protecting personal information, it doesn't delve into specifics of security measures in place to maintain data Integrity and Confidentiality."
